id	kids	mothers	
21205	39.364051963	325.331509364
20901	36.1228500429	215.208029739
30905	13.8370858433	83.766834472
12104	30.2050120681	320.149819595
80110	2.41856590405	23.762897017
30907	77.8833974797	401.201358593
29999	3.16162419571	80.6397467667
20504	42.2700429444	222.581054886
12703	88.2050801521	424.649356026
12203	40.7498861729	290.574511615
30906	39.4781525734	169.569492978
90102	0.711959848715	5.30992503866
31102	29.1390595655	158.373067115
50702	10.508404004	122.96888205
21001	14.1648208258	94.213648494
79999	1.45108663573	34.4377259247
11901	88.1707027972	476.276074884
30602	239.8875233	1311.27006191
50402	16.0507007049	82.3404746906
12602	34.1247028062	280.303284256
50701	41.9042604374	277.198837356
30801	101.247315425	334.273487133
51102	18.468548432	118.455505781
30604	7.75320680422	112.957111673
20902	52.0641588292	325.493259462
20801	23.3663880189	158.690138087
12502	15.8223181517	105.993448144
20804	8.20620500336	83.0682772435
30103	31.1738652602	186.583456824
40403	14.2074684557	138.148069295
30903	32.3143983963	213.248617524
31203	20.6497574172	135.333919184
10304	29.7326914831	172.619589895
70101	24.2949560746	287.666481096
50201	58.2541396639	204.160322126
60302	7.50256010534	46.2223343784
12303	15.5103960411	85.6069443996
20301	7.05579323069	36.7209319367
20201	47.6344295696	240.643139322
31901	40.255761258	280.869289275
69797	0.0	0.0
50602	38.3752301443	345.164256141
11203	50.3952921915	271.472910247
12601	6.32007242556	52.1935015261
40202	85.6410571075	290.95933366
40107	6.12627372054	74.2262851894
20101	40.2374466413	266.119905805
31402	52.3752884222	258.481117395
30902	22.1446311017	180.215407537
20903	13.9620087291	100.086040126
12003	54.8776422909	492.84441483
20604	49.8844393113	954.875837129
20501	18.8422856524	100.592516479
21203	91.6027741406	464.414560012
21503	22.7320181689	122.193106975
19797	0.0	0.0
70205	366.388915821	1717.70994413
21102	5.07846606532	27.9783173685
21104	12.6135951451	79.8095484944
11702	32.3808390208	276.384646974
40301	5.55095771845	70.7232760178
10302	39.1861562471	210.33483302
31105	63.8783406827	233.12949264
40106	6.04719525663	49.6342567728
50903	11.8898676006	59.8648789989
12201	12.5749109073	113.155790864
31905	23.4169685025	138.159840856
30202	34.3502158803	254.892568634
31103	70.9211648422	348.799097225
50604	62.8956302948	357.765899571
12504	77.2151915281	455.252895518
60303	1.82111733818	10.5725554844
50403	77.5052378246	465.879221832
12103	20.6041653711	143.959654799
20202	20.6470352876	106.931095173
20601	22.1006062619	274.662297454
12802	26.4747976107	141.818382796
20503	24.3868236344	112.105439281
12403	84.8811225776	418.685330665
21301	133.43806045	577.837803781
20502	27.2241233979	106.305976715
70202	146.916270514	649.069801342
30201	21.8472979378	114.216614898
40402	41.5810065422	159.924274504
30304	12.9352984704	142.829156274
20904	118.087575338	554.183650159
31001	65.8792369086	382.654134302
50502	79.7217961841	577.855202738
11504	8.89563341593	60.5026329789
80107	25.1982551974	197.383496506
40105	6.34989353408	67.7259084951
31606	16.9863267642	108.562823125
12202	12.4639076832	82.12326326
50503	94.0944085085	522.471251221
50401	30.0424636678	211.577128733
40204	72.3014254186	343.961016235
50704	20.3157579164	157.079328787
60203	12.5307728315	82.9884438994
20802	53.7215640279	297.335839431
40303	10.225118023	88.1449699266
80106	6.89330561009	79.4764544797
51104	58.2603931509	293.816952547
11402	14.5090023839	93.7774946188
30404	18.8247750422	145.860010187
21303	56.9435448459	319.690539546
20603	24.1598422982	221.282811414
50103	13.4378946738	46.6152982839
31601	18.9163836754	145.292432241
21602	27.1597580419	54.305890181
10102	21.1301311201	186.560691946
20701	29.5379114301	308.047943057
12402	0.0	0.0
30301	16.256593146	147.89579798
10604	18.9914707977	88.9471017106
39999	3.35088271465	119.566655876
21103	27.1611557089	204.553585809
70204	324.046795613	2087.39305326
30302	30.0966842133	288.350424796
30703	23.3411592883	75.5465893075
11101	51.4748304624	219.97450048
21003	35.9806840206	192.75863598
31605	11.0959845173	98.2013848948
10502	35.406322518	190.003354117
10104	43.0030381924	189.39706485
30305	29.8701129262	168.76467449
11601	99.5431042726	353.75588854
21004	18.6778194087	78.7437491399
40302	23.2171497887	179.006464262
30701	45.1444361716	185.542530138
30702	24.345909513	114.941973173
31301	17.4876901522	67.2722655686
20403	28.775952246	177.547534647
