GEO	E_CRR	W_CRR	B_CRR	R_CRR	Y_CRR	E_ACE	W_ACE	B_ACE	R_ACE	Y_ACE
01001	0.87	0.87	0.85	1.23	0.5	-94	-87	-5	2	-4
01003	0.95	0.89	1.1	1.57	0.68	-243	-306	15	52	-4
01005	1.15	0.97	1.16	2.53	0.32	-11	-24	0	14	-1
01007	0.91	0.91	0.85	1.33	0.97	-26	-21	-5	1	-1
01009	0.99	0.91	1.64	1.6	1.2	-46	-81	5	30	1
01011	1.11	0.83	1.02	2.33	1.06	6	-4	-1	11	1
01013	0.94	0.94	0.92	1.44	1.26	-12	-17	2	1	1
01015	0.86	0.79	0.98	1.47	1.04	-100	-149	31	19	1
01017	0.94	0.92	0.95	1.85	0.76	-39	-35	-8	4	0
01019	0.84	0.79	1.52	1.41	2.69	-56	-61	1	3	1
01021	1.04	0.94	1.24	1.75	1.39	3	-37	10	27	2
01023	0.83	0.86	0.78	1.7	0.38	-38	-20	-19	0	0
01025	0.84	0.84	0.84	0.76	0.94	-59	-38	-20	-1	0
01027	0.91	0.84	1.1	1.35	0.88	-31	-32	-2	2	0
01029	1.0	0.96	1.37	2.02	2.36	-14	-16	-1	2	1
01031	0.97	0.92	1.02	1.44	0.68	-24	-47	4	22	-2
01033	0.93	0.89	0.99	1.61	0.69	-78	-83	-4	10	-1
01035	0.97	0.9	1.02	0.91	1.04	-19	-17	-2	0	0
01037	0.81	0.79	0.77	1.34	1.99	-29	-15	-15	1	1
01039	0.94	0.93	0.94	1.16	0.84	-43	-46	4	0	0
01041	0.97	0.94	0.97	2.1	0.92	-22	-23	-2	2	1
01043	0.98	0.93	1.33	1.6	1.61	-75	-108	5	25	3
01045	1.01	1.0	0.94	1.38	0.95	2	-16	2	16	0
01047	1.09	0.9	1.13	2.43	1.34	4	-27	27	3	1
01049	1.02	0.85	1.46	1.77	1.01	-19	-118	6	91	3
01051	0.82	0.81	0.81	0.94	1.01	-163	-152	-13	2	0
01053	1.03	0.99	1.05	1.23	0.87	-7	-21	10	4	0
01055	0.86	0.82	0.88	1.77	0.81	-139	-166	4	24	0
01057	0.87	0.82	1.22	0.96	0.62	-33	-31	-3	0	0
01059	1.05	0.87	1.21	1.83	0.48	2	-47	2	46	1
01061	0.92	0.87	1.05	1.4	1.27	-36	-42	1	5	0
01063	1.0	0.73	1.05	0.0	1.6	-19	-6	-13	0	0
01065	0.97	0.99	0.93	1.73	1.99	-30	-15	-16	1	1
01067	0.9	0.84	0.93	2.0	0.94	-30	-24	-9	2	0
01069	0.96	0.87	1.09	1.56	0.76	-70	-127	38	19	0
