GEO	E_CRR	W_CRR	B_CRR	R_CRR	Y_CRR	E_ACE	W_ACE	B_ACE	R_ACE	Y_ACE
01001	0.9	0.9	0.9	1.3	0.43	-84	-81	-3	4	-4
01003	0.98	0.92	1.1	1.72	0.77	-235	-295	6	59	-4
01005	1.14	0.96	1.14	2.68	0.23	-19	-30	-5	17	-1
01007	0.9	0.88	0.92	1.13	0.94	-35	-27	-7	0	-1
01009	1.0	0.92	1.57	1.68	1.43	-38	-75	4	32	1
01011	1.15	0.87	1.05	2.3	1.18	8	-4	0	12	0
01013	0.99	0.98	0.98	1.0	1.85	-17	-19	0	0	2
01015	0.87	0.79	0.98	1.54	1.03	-119	-169	25	24	1
01017	0.93	0.92	0.92	1.59	0.52	-52	-42	-12	2	0
01019	0.9	0.86	1.49	1.21	2.74	-50	-51	-1	1	1
01021	1.07	0.94	1.28	2.08	1.02	6	-41	12	34	1
01023	0.8	0.85	0.75	1.02	0.0	-43	-18	-24	0	0
01025	0.85	0.84	0.85	1.15	1.18	-59	-39	-19	0	0
01027	0.92	0.86	1.15	1.18	0.78	-32	-32	-1	2	0
01029	1.01	0.97	1.53	1.95	1.6	-14	-17	0	2	0
01031	1.01	0.92	1.09	1.64	0.91	-17	-45	3	27	-1
01033	0.88	0.84	0.98	1.43	0.75	-108	-110	-6	8	-2
01035	0.94	0.91	0.98	0.7	0.71	-28	-20	-7	-1	0
01037	0.84	0.77	0.91	1.43	1.73	-27	-17	-12	1	0
01039	0.95	0.94	0.95	1.53	0.95	-52	-54	-1	3	0
01041	0.99	0.97	0.96	2.13	1.23	-19	-22	-1	2	2
01043	0.99	0.92	1.36	1.93	1.18	-91	-127	4	30	2
01045	1.07	1.04	1.0	1.77	0.75	13	-18	8	25	-1
01047	1.09	0.9	1.14	2.28	1.33	-13	-32	15	3	0
01049	1.08	0.88	1.54	1.99	1.12	4	-116	7	110	4
01051	0.8	0.78	0.79	1.0	0.97	-196	-177	-21	2	-1
01053	1.05	1.01	1.1	1.18	0.78	-10	-26	13	3	-1
01055	0.89	0.83	0.95	1.82	1.06	-131	-170	10	26	3
