GEO	E_CRR	W_CRR	B_CRR	R_CRR	Y_CRR	E_ACE	W_ACE	B_ACE	R_ACE	Y_ACE
01001	1.02	0.99	1.07	1.7	1.01	2	-8	5	4	1
01003	0.92	0.87	1.23	1.23	1.05	-270	-304	24	11	0
01005	0.99	0.86	1.07	2.21	1.26	-18	-32	6	6	1
01007	0.98	0.93	1.19	0.96	0.9	-5	-12	6	0	0
01009	0.95	0.85	2.63	1.96	0.99	-48	-87	10	30	0
01011	1.05	1.26	0.93	3.34	0.28	3	-1	-2	6	0
01013	0.96	0.9	1.0	2.02	0.44	-36	-32	-5	1	0
01015	0.9	0.85	1.03	1.38	0.71	-150	-165	10	8	-3
01017	0.89	0.82	0.97	1.38	1.1	-54	-50	-6	1	0
01019	0.94	0.88	1.43	2.33	0.76	-36	-40	3	2	0
01021	0.89	0.84	1.01	1.74	1.23	-40	-54	5	7	1
01023	0.99	1.0	0.98	0.81	0.63	-15	-7	-8	0	0
01025	1.03	0.99	1.08	0.74	0.52	4	-11	16	0	0
01027	0.93	0.88	1.07	1.52	0.89	-12	-15	2	2	0
01029	0.84	0.79	1.5	1.48	3.52	-23	-26	2	1	0
01031	0.92	0.85	1.11	1.42	0.46	-56	-67	12	4	-6
01033	0.86	0.83	0.93	1.64	1.14	-90	-83	-12	5	0
01035	0.95	0.81	1.07	1.54	0.98	-25	-24	-2	0	0
01037	0.79	0.75	0.82	1.28	2.77	-28	-20	-9	0	0
01039	0.87	0.81	1.22	1.05	0.76	-69	-74	4	0	0
01041	0.9	0.92	0.81	1.08	1.29	-20	-14	-6	1	0
01043	0.92	0.87	2.0	1.86	0.92	-78	-103	6	19	0
01045	1.06	1.05	1.08	1.39	0.68	27	-1	16	14	-2
01047	1.11	0.95	1.17	0.97	1.65	-2	-39	36	0	1
01049	1.0	0.85	1.85	2.43	1.5	-6	-78	5	65	1
01051	0.93	0.88	1.07	1.24	0.88	-49	-76	23	4	0
01053	1.02	0.95	1.14	1.12	0.57	-15	-31	13	4	0
01055	0.95	0.91	0.98	2.07	1.42	-119	-139	-2	21	2
01057	0.9	0.86	1.07	0.96	3.6	-25	-27	1	1	1
01059	1.01	0.91	1.08	2.02	3.76	-10	-37	1	25	2
01061	0.91	0.85	1.14	1.62	1.34	-44	-48	1	3	0
01063	1.07	0.88	1.08	10.67	3.0	-9	-5	-6	1	0
01065	1.08	1.04	1.1	0.92	0.42	2	-3	5	0	0
01067	0.92	0.91	0.91	1.51	1.26	-36	-28	-10	2	0
01069	0.95	0.87	1.11	1.58	0.72	-75	-119	35	10	0
01071	0.86	0.84	1.39	1.0	1.08	-95	-97	4	-2	1
01073	0.88	0.82	0.92	1.73	0.91	-1091	-904	-302	101	14
01075	0.87	0.85	0.87	2.73	0.0	-14	-13	-2	1	0
01077	0.81	0.78	0.97	1.36	0.98	-165	-174	3	5	1
01079	0.83	0.85	0.91	0.52	0.68	-50	-29	-9	-11	0
01081	0.67	0.6	0.87	0.82	0.89	-51	-57	-1	3	4
01083	0.91	0.85	1.0	2.07	0.86	-78	-91	-6	20	-2
01085	1.06	1.25	1.0	2.0	0.9	7	-1	8	0	0
01087	0.77	1.22	0.71	0.8	0.96	-28	3	-32	0	1
01089	0.86	0.86	0.84	1.11	0.86	-390	-403	24	4	-15
01091	0.99	0.95	1.01	1.34	0.9	-14	-13	-3	2	0
01093	0.9	0.86	1.48	1.57	0.97	-32	-37	3	2	0
01095	1.02	0.88	2.03	2.57	0.74	-22	-118	13	83	0
01097	0.97	0.9	1.09	1.11	0.89	-206	-308	90	14	-1
01099	1.07	1.07	1.07	1.1	0.69	-18	-16	-2	1	0
01101	0.94	0.9	0.95	1.59	0.94	-123	-202	56	22	0
01103	0.93	0.85	1.11	2.0	0.93	-126	-189	18	42	2
01105	1.07	0.87	1.14	0.94	3.48	13	0	13	0	0
01107	1.05	1.02	1.08	1.21	1.37	-1	-11	10	0	0
01109	0.82	0.73	0.92	1.55	0.36	-9	-23	10	5	0
01111	0.96	0.93	1.0	1.9	2.07	-17	-23	3	2	1
01113	0.95	0.94	0.96	1.2	0.8	-34	-35	-2	4	-2
01115	0.91	0.88	1.0	1.62	1.03	-90	-95	-1	6	-1
01117	0.96	0.93	0.98	1.65	0.94	-134	-183	16	32	2
01119	0.87	0.72	0.9	2.81	1.76	-17	-7	-10	1	0
01121	0.96	0.96	0.91	2.1	2.36	-84	-76	-16	5	3
01123	0.91	0.84	1.03	1.82	0.47	-66	-71	4	2	-1
01125	0.78	0.72	0.88	1.34	0.65	-192	-208	-2	14	4
01127	0.92	0.88	1.31	1.57	1.69	-94	-113	13	4	1
01129	1.02	1.05	1.02	0.81	0.92	-7	-4	-1	-2	0
01131	1.2	1.21	1.19	1.6	0.97	9	-3	11	0	0
01133	0.93	0.9	3.8	2.04	0.8	-10	-16	3	3	0
02013	0.6	0.64	0.0	0.94	0.14	-10	-3	0	2	-8
02016	0.63	0.65	0.0	0.88	0.44	-14	-5	-1	2	-10
02020	0.94	0.81	1.44	1.28	1.03	-357	-585	80	149	-1
02050	1.5	1.08	6.55	1.57	0.53	72	-1	2	72	-1
02060	0.63	0.53	0.0	0.82	0.4	-6	-5	0	-1	0
02068	0.88	0.63	0.44	3.67	0.0	-8	-11	0	3	-1
02070	1.26	1.07	0.75	1.35	0.77	3	-4	0	7	0
02090	1.03	0.94	1.74	1.21	0.84	29	-70	61	41	-3
02100	0.74	0.78	3.07	0.55	0.0	-13	-11	0	-2	0
02105	0.81	0.59	1.5	0.97	1.39	-8	-9	0	0	0
02110	0.78	0.67	2.77	1.19	0.75	-125	-135	3	11	-4
02122	0.95	0.87	3.35	1.37	1.11	-177	-191	5	10	-2
02130	0.94	0.9	0.97	1.04	1.07	-24	-24	0	1	-1
02150	1.07	0.93	1.19	1.24	1.3	-8	-20	1	4	7
02164	1.13	0.63	4.43	1.17	4.46	1	-3	0	2	1
02170	0.95	0.87	2.33	1.46	1.47	-159	-192	6	25	2
02180	1.42	1.01	3.31	1.52	1.49	34	-1	1	34	0
02185	1.23	0.95	1.93	1.31	1.1	7	-5	0	14	-2
02188	1.58	0.99	4.66	1.68	1.13	40	0	0	38	1
02195	0.93	0.9	1.17	1.04	0.87	-14	-15	0	0	0
02198	0.86	0.7	4.0	1.04	0.8	-18	-21	0	3	0
02220	0.97	0.87	3.28	1.12	1.06	-15	-21	1	4	1
02230	0.59	0.49	4.0	1.88	0.0	-4	-4	0	0	0
02240	1.07	0.87	1.2	1.85	1.94	-16	-20	0	4	0
02261	0.93	0.83	1.44	1.21	1.28	-33	-38	0	6	-1
02270	1.58	1.88	6.46	1.55	2.18	42	1	1	40	0
02275	0.81	0.76	0.0	1.03	0.8	-14	-13	0	-1	0
02282	0.62	0.36	5.4	0.76	1.18	-4	-3	0	-1	0
02290	1.07	1.3	6.0	0.97	1.25	-3	0	1	-3	0
04001	1.33	1.17	4.41	1.33	1.7	132	-30	16	143	3
04003	1.05	0.86	1.33	1.32	0.94	-75	-201	30	109	-13
04005	0.91	0.64	1.81	1.3	0.81	-36	-239	14	188	1
04007	1.13	0.85	2.98	1.56	1.27	-41	-114	5	69	0
04009	1.17	1.05	1.53	1.32	0.57	45	3	1	42	-1
04011	1.03	0.88	1.14	1.21	0.55	-8	-13	0	5	0
04012	1.01	0.64	1.96	1.33	0.4	-22	-42	2	20	-1
04013	1.09	0.82	1.33	1.65	0.97	4464	-3897	577	7621	162
04015	1.02	0.9	2.38	1.5	0.98	-202	-323	11	114	-4
04017	1.28	1.08	3.02	1.37	1.1	148	-73	15	205	2
04019	0.94	0.68	1.32	1.32	0.83	-603	-2010	108	1294	4
04021	1.22	0.95	1.79	1.51	1.44	207	-185	26	355	10
04023	1.27	1.03	2.34	1.31	0.72	59	-23	3	81	-2
04025	0.88	0.74	2.83	1.55	1.07	-527	-665	11	125	1
04027	1.33	1.01	1.88	1.47	1.15	454	-54	31	475	2
05001	0.93	0.86	1.07	2.08	1.41	-33	-42	7	2	0
05003	0.95	0.95	0.88	1.54	0.51	-14	-11	-9	6	0
05005	0.8	0.78	3.9	0.94	1.03	-112	-111	2	-1	-2
05007	1.07	0.96	3.01	1.63	1.34	150	-59	25	168	15
05009	0.89	0.87	10.13	1.11	0.83	-49	-52	5	-1	-1
05011	1.02	0.88	0.95	2.71	1.17	-3	-8	-5	10	0
05013	0.75	0.7	0.72	2.14	4.5	-11	-10	-2	2	0
05015	1.07	0.92	1.88	1.95	0.63	-27	-60	1	33	-1
05017	1.11	1.09	1.08	1.77	2.18	-5	-5	-4	3	1
05019	0.7	0.63	0.77	1.62	0.59	-20	-24	-2	6	0
05021	0.88	0.86	2.74	1.22	1.12	-19	-21	1	1	0
05023	0.89	0.84	5.91	1.39	1.18	-43	-50	4	4	0
05025	1.02	0.97	1.34	0.92	0.3	-1	-3	2	0	0
05027	0.82	0.76	0.92	0.65	0.65	-28	-29	0	0	0
05029	0.89	0.86	1.04	1.09	0.57	-28	-28	-2	3	0
05031	0.85	0.77	1.16	1.84	0.83	-37	-106	48	19	2
05033	1.0	0.95	2.66	1.42	1.16	-9	-36	9	18	0
05035	1.11	0.88	1.31	1.99	0.6	38	-46	80	6	-1
05037	0.97	0.88	1.14	2.2	1.46	0	-13	10	3	0
05039	0.97	0.92	1.0	1.27	0.92	-21	-13	-9	0	0
05041	0.97	0.95	0.97	1.05	2.62	-14	-17	0	2	1
05043	0.89	0.87	0.91	1.4	0.93	-9	-14	3	2	0
05045	0.82	0.8	0.93	1.39	0.42	-5	-51	33	15	-2
05047	1.02	0.99	2.34	1.64	1.5	-7	-12	2	2	1
05049	0.9	0.87	5.37	1.95	0.65	-26	-28	1	0	0
05051	0.89	0.82	1.27	1.43	0.97	-173	-207	19	15	0
05053	0.88	0.86	1.39	1.03	0.38	-15	-17	2	1	-1
05055	0.94	0.91	3.74	1.38	1.92	-21	-29	4	3	0
05057	1.04	0.86	1.09	1.89	1.05	-2	-28	6	20	0
05059	0.93	0.86	1.07	2.63	1.48	-44	-52	-2	10	1
05061	1.1	0.95	1.02	2.54	2.07	13	-7	4	16	1
05063	0.98	0.95	1.66	1.31	0.83	-27	-36	6	3	1
05065	0.74	0.73	2.36	0.98	0.39	-27	-27	1	0	0
05067	0.78	0.76	0.8	1.27	3.04	-38	-39	-1	1	1
05069	0.98	0.93	1.0	1.57	0.95	-56	-84	23	4	0
05071	1.03	0.96	2.16	1.46	0.79	4	-12	3	13	-1
05073	0.95	0.84	1.09	1.46	0.0	-10	-12	2	1	0
05075	0.86	0.84	2.62	1.28	0.71	-19	-22	2	1	0
05077	1.24	1.14	1.28	1.94	0.67	9	-1	9	1	0
05079	1.1	0.95	1.36	1.89	1.34	5	-7	9	2	0
05081	0.96	0.87	1.13	1.55	0.38	-15	-17	0	3	0
05083	1.04	1.0	3.11	1.65	0.76	-3	-10	3	4	0
05085	0.97	0.92	1.4	1.53	0.85	-4	-21	12	8	-2
05087	1.02	0.98	2.1	1.59	0.77	-16	-22	0	6	0
05089	0.72	0.7	9.1	0.81	0.0	-57	-56	2	-2	-1
05091	1.0	0.91	1.14	1.89	0.83	-6	-37	20	12	-1
05093	1.15	0.98	1.36	2.12	0.87	52	-15	54	13	1
05095	1.17	1.08	1.21	2.01	4.14	-5	-10	2	2	1
05097	1.0	0.91	9.39	2.15	0.51	-10	-14	2	3	0
05099	1.03	0.96	1.1	2.1	0.0	-4	-9	2	3	0
05101	0.76	0.74	5.52	1.52	0.28	-21	-20	0	0	0
05103	0.88	0.82	0.93	1.38	0.62	-62	-45	-19	2	0
05105	0.98	0.95	1.88	1.32	0.0	-5	-5	0	0	0
05107	1.27	0.97	1.41	2.57	1.14	33	-18	47	3	1
05109	0.93	0.83	1.22	2.39	0.0	-18	-24	0	7	0
05111	1.01	0.95	1.52	1.87	0.64	-12	-24	10	3	-1
05113	1.03	0.97	3.74	1.68	0.42	-13	-23	2	8	-1
05115	0.89	0.83	1.48	1.75	0.83	-50	-76	9	17	-1
05117	0.82	0.8	0.95	0.78	0.38	-22	-20	-2	0	0
05119	0.95	0.86	1.03	1.69	1.01	-367	-567	110	81	8
05121	0.89	0.86	2.09	1.48	2.12	-19	-22	1	2	1
05123	1.12	0.93	1.26	1.81	1.18	6	-16	19	2	1
05125	0.85	0.83	1.51	1.1	1.06	-140	-151	7	2	1
05127	1.04	0.96	2.79	1.75	0.27	3	-3	2	5	-1
05129	0.81	0.81	4.9	0.81	0.0	-21	-21	0	0	0
05131	1.05	0.89	1.47	2.0	0.91	-22	-177	36	116	2
05133	1.24	0.87	1.11	2.28	0.6	37	-15	1	50	0
05135	0.94	0.92	1.68	1.11	2.48	-26	-27	1	0	0
05137	0.94	0.91	3.89	1.51	0.41	-25	-25	1	0	0
05139	0.94	0.84	1.05	1.73	1.52	-65	-72	-1	6	1
05141	0.95	0.94	1.23	1.23	0.92	-20	-21	1	0	0
05143	0.98	0.83	1.54	1.96	1.02	136	-128	42	200	21
05145	0.88	0.83	1.6	1.29	1.82	-28	-63	19	11	4
05147	0.89	0.85	0.98	0.65	1.22	-12	-8	-3	0	0
05149	1.14	0.89	1.65	2.23	1.9	18	-24	2	39	1
06001	0.86	0.68	0.86	1.28	0.82	-1360	-2388	-272	1377	-78
06003	0.81	0.35	1.26	1.94	1.09	-6	-8	0	2	0
06005	0.8	0.71	1.33	1.44	1.04	-137	-142	0	6	-1
06007	0.74	0.61	1.51	1.21	1.11	-429	-586	19	111	27
06009	0.77	0.68	2.64	1.16	1.33	-211	-211	2	-2	-1
06011	1.32	0.86	0.81	1.68	1.77	35	-34	0	68	0
06013	0.94	0.81	0.99	1.36	0.8	-1492	-2068	-25	915	-313
06015	0.97	0.72	2.59	1.68	1.6	-46	-82	4	28	4
06017	0.82	0.73	2.36	1.33	0.95	-683	-752	12	69	-11
06019	1.17	0.77	1.3	1.46	1.21	1450	-1016	179	2092	195
06021	1.19	0.9	1.11	1.64	1.59	31	-34	1	59	6
06023	0.74	0.64	1.78	1.15	1.0	-380	-455	13	53	9
06025	1.18	0.95	1.47	1.22	1.14	202	-59	12	241	8
06027	0.83	0.66	1.64	1.25	0.68	-67	-75	1	7	-1
06029	1.2	0.87	1.43	1.56	1.04	1183	-727	163	1746	2
06031	1.25	0.93	1.31	1.55	1.16	345	-17	26	333	3
06033	0.89	0.73	1.85	1.46	0.81	-201	-241	4	38	-2
06035	0.9	0.81	2.18	1.3	1.16	-58	-71	3	10	0
06037	0.97	0.66	0.89	1.27	0.68	4284	-10808	-393	19507	-4023
06039	1.01	0.67	0.47	1.41	1.01	47	-276	-22	340	5
06041	0.85	0.77	0.99	1.35	0.77	-973	-1053	-3	131	-48
06043	0.72	0.67	1.13	0.93	1.25	-72	-68	-1	-3	0
06045	0.94	0.7	2.95	1.56	0.84	-230	-347	7	116	-6
06047	1.25	0.85	1.44	1.53	1.28	582	-181	33	677	53
06049	0.88	0.72	2.09	1.46	1.76	-27	-34	1	7	0
06051	0.81	0.56	1.83	1.62	1.03	-39	-63	1	22	1
